number,state,value,clip_eps,ent_coef,gae_lambda,hidden_dim,learning_rate_a,minibatch_size,ppo_epochs,rollout_steps,vf_coef
0,COMPLETE,83.44711111111137,0.1,0.007416965315605274,0.941033302628034,256,0.0007405127954082976,256,6,8192,0.9039319322658246
1,PRUNED,56.279333333333305,0.2,0.039606268301550826,0.9326047593786131,256,0.00011051324775850434,128,10,8192,0.6816535354830404
2,COMPLETE,115.50177777777823,0.2,0.008057914852818636,0.9407023995278576,256,0.00026820135152546914,128,6,4096,0.675477350024986
3,PRUNED,33.864666666666665,0.1,0.00965725558971453,0.9591640400395931,512,1.2679941019202885e-05,256,4,4096,0.6688484602822893
4,COMPLETE,51.372888888888944,0.3,0.01199447781987831,0.9110212360546047,512,0.0003141192338656642,256,3,4096,0.9329188361385203
5,COMPLETE,97.16244444444489,0.3,0.008659006587057151,0.9387699117575563,512,0.00046624930722006727,256,3,4096,0.6372304562134207
6,PRUNED,35.237999999999985,0.2,0.044310397063467004,0.9752472495205708,256,1.586034641850559e-05,256,10,4096,0.3530870382727993
7,PRUNED,43.41333333333331,0.1,0.010819626992400126,0.9769229257202726,512,1.851927639843721e-05,256,10,4096,0.4952703818527918
8,COMPLETE,87.06777777777805,0.2,0.014087522808844987,0.9215219738079153,256,0.0007334689699063522,256,6,4096,0.7289806820186753
9,COMPLETE,79.5333333333333,0.1,0.011168686599149312,0.9277289664211689,512,0.0003170026500041512,128,6,8192,0.9019908144553836
10,COMPLETE,30.662000000000006,0.3,0.032766056631338615,0.9266311924556249,256,1.917419141544489e-05,256,6,4096,0.8934493408416813
11,PRUNED,41.89066666666664,0.3,0.00640689095015794,0.9576103188153614,256,1.8404639767854835e-05,128,6,8192,0.4894585347358757
12,PRUNED,35.73866666666666,0.2,0.01772625084518661,0.9849490111264307,512,7.893974538718116e-05,128,3,4096,0.9938510067031543
13,COMPLETE,87.82244444444468,0.2,0.005207735984119114,0.9441897916228613,256,0.00019760638627828238,128,4,8192,0.322960563069263
14,PRUNED,47.47533333333332,0.3,0.040684131792294825,0.96254619345416,256,0.00017493051567747537,64,3,8192,0.47245086263380076
15,PRUNED,35.633333333333326,0.2,0.010055421608717804,0.9294463260389826,256,1.4956850821779807e-05,128,4,4096,0.9330478708911756
16,COMPLETE,95.01733333333357,0.3,0.006861246881326827,0.949720152078657,512,0.00019973139537243252,64,6,8192,0.4739386352300856
17,PRUNED,44.473999999999975,0.1,0.027553451538601823,0.9196557947532086,256,1.1869245418676684e-05,256,10,8192,0.6989763781065028
18,COMPLETE,81.60666666666688,0.3,0.010173181419428247,0.9504962641130867,512,0.0005204400977139152,128,4,8192,0.9375886870243639
19,COMPLETE,24.16888888888883,0.1,0.008141250236574905,0.9316827722647826,256,2.115503621304566e-05,256,10,4096,0.8898181416794799
20,PRUNED,43.943999999999996,0.2,0.02129255255003432,0.953452482965523,256,1.457660632620027e-05,64,3,8192,0.35128887376969953
21,PRUNED,54.94266666666667,0.1,0.012093051036575564,0.959778065677485,256,0.00023546695399435905,256,10,8192,0.9331544139743946
22,PRUNED,105.01866666666665,0.1,0.01073122388492884,0.9403741009807033,256,0.0006154134899391621,256,6,8192,0.9754949906650947
23,PRUNED,95.03999999999998,0.1,0.01421179761696211,0.9341745923444315,512,0.0004754821666116579,128,6,8192,0.8168690240321963
24,PRUNED,72.13233333333332,0.1,0.00856745248105693,0.9749110929107236,256,0.0009624236640150577,256,6,8192,0.6871367601751567
25,COMPLETE,69.14066666666676,0.2,0.015225717501179578,0.9292276057362778,256,0.0004098837287911305,256,6,4096,0.7147555177635466
26,COMPLETE,43.79955555555543,0.3,0.0127649993544931,0.9461728068824955,512,0.0003872471527411038,256,3,4096,0.5242966536886889
27,PRUNED,52.71099999999998,0.1,0.008738415609391453,0.9475260468734218,512,0.00044940895591711737,256,3,4096,0.7115972193460401
28,PRUNED,53.93999999999997,0.3,0.01566515094279419,0.9679162825809758,512,0.0005356976338425151,256,3,4096,0.7089282814301682
29,COMPLETE,75.32755555555566,0.3,0.01087352137290675,0.9561433348282057,512,0.0004221238690445766,256,3,4096,0.42147397731431097
30,COMPLETE,94.4304444444449,0.3,0.00844719741913407,0.9435292380834405,512,0.0005534992064108492,256,3,4096,0.568487056599648
31,COMPLETE,75.9546666666666,0.2,0.005870585201664197,0.9480696720569594,256,0.00012840938636071324,128,6,4096,0.8873923169786754
32,PRUNED,134.6866666666666,0.3,0.0082479111567617,0.9578061619946626,512,0.0001414583323941007,64,6,8192,0.5187905725525219
33,PRUNED,128.93466666666674,0.3,0.008987389798978857,0.9547614394545594,512,0.00032978891894694265,64,6,8192,0.3888996074529282
34,COMPLETE,104.32777777777804,0.3,0.006227900910966413,0.9562081093366025,512,0.00018438466516843542,64,6,8192,0.5972970136479681
35,PRUNED,51.56599999999997,0.3,0.007293819873816664,0.9419934614470545,512,0.0004258150354229637,64,6,8192,0.33850965118317977
36,PRUNED,37.05799999999995,0.3,0.0061638289094660985,0.956137143105018,512,0.0004127308803212893,64,6,8192,0.383157850376997
37,COMPLETE,88.03600000000016,0.3,0.008780898012248075,0.9596562474807238,512,0.0003408255462358632,64,6,8192,0.5792586563594774
38,PRUNED,129.6793333333334,0.3,0.005061996143557015,0.9494211784172912,512,6.002075876299421e-05,64,6,8192,0.5163405358846951
39,PRUNED,131.29266666666666,0.3,0.00803339985754906,0.9526178522283476,512,0.00023740306480149866,64,4,8192,0.4844798132455827
40,COMPLETE,127.64577777777804,0.3,0.00524128736131088,0.9490597723632296,512,0.0003469139618334856,64,3,8192,0.3801000579735247
41,COMPLETE,50.56866666666665,0.2,0.010501898425183311,0.9357831731287145,256,0.0003559655364529542,128,3,4096,0.5071758996147759
42,COMPLETE,97.08266666666707,0.2,0.007335332091463221,0.9309505536008742,256,0.000227981444898657,128,4,8192,0.40165808099667555
43,PRUNED,54.16099999999997,0.2,0.005622783252840394,0.9691587818169238,256,0.00011029525144474847,128,4,8192,0.32640996060708843
44,PRUNED,54.558666666666625,0.2,0.005026136153082669,0.9461708438586063,256,9.349043825788058e-05,128,4,8192,0.41543542643763626
45,PRUNED,112.77666666666669,0.2,0.009312386139741023,0.9412773042323841,256,0.00020696797199759072,128,4,8192,0.43698610854153563
46,COMPLETE,74.35866666666664,0.2,0.008627422368760308,0.9412274824836534,512,9.020421682317971e-05,128,6,4096,0.6878467626377619
47,PRUNED,55.681999999999974,0.3,0.01067473543526532,0.951682914148509,256,0.0002895012936795373,128,6,4096,0.6239594817120891
48,COMPLETE,116.95088888888937,0.3,0.009017046439088225,0.9357753329959221,512,0.0005860845000809756,256,4,4096,0.7167565933701397
49,PRUNED,42.592666666666645,0.2,0.00543445709664981,0.9582122113102453,512,0.00048686076912275814,64,6,8192,0.7560713834873783
50,PRUNED,42.45333333333329,0.3,0.01027718917218944,0.9264374996006774,256,0.0007181159098203373,128,6,4096,0.8510046402640228
