episode,total_steps,wall_s,algo,level,return_scaled,return_raw,length,secondary,x_pos_max,covered_px,pages,flag_get,death_cause,warped,time_left,coins,score,areas,max_area
20,9704,101.0,rainbow_cnn_dqn,8-3,7.4,110.0,202,0.0,205,165,0,False,enemy,False,259,0,200,1,3
21,9837,102.4,rainbow_cnn_dqn,2-3,2.3333,35.0,133,0.0,117,77,0,False,pit,False,274,0,0,1,4
22,10508,108.3,rainbow_cnn_dqn,2-2,21.7333,326.0,671,1.0,515,475,1,False,enemy,False,266,0,0,1,3
23,10630,109.4,rainbow_cnn_dqn,2-3,2.6667,39.0,122,0.0,119,79,0,False,pit,False,275,0,0,1,4
24,11085,113.7,rainbow_cnn_dqn,2-2,1.4667,22.0,455,0.0,168,128,0,False,enemy,False,309,0,0,1,3
25,11131,114.1,rainbow_cnn_dqn,1-2,4.0667,61.0,46,0.0,127,87,0,False,enemy,False,391,0,0,1,3
26,11337,116.0,rainbow_cnn_dqn,2-2,7.4667,111.0,206,0.0,208,168,0,False,enemy,False,358,0,0,1,3
27,11479,117.2,rainbow_cnn_dqn,5-4,11.5333,172.0,142,0.0,258,218,0,False,enemy,False,271,0,0,1,4
28,11653,118.7,rainbow_cnn_dqn,1-2,10.2667,153.0,174,0.0,242,202,0,False,enemy,False,365,0,100,1,3
29,11814,120.1,rainbow_cnn_dqn,6-4,9.6,144.0,161,0.0,232,192,0,False,pit,False,268,0,0,1,4
30,12089,122.8,rainbow_cnn_dqn,1-4,7.3333,110.0,275,0.0,221,181,0,False,pit,False,245,0,0,1,5
31,12338,125.0,rainbow_cnn_dqn,1-4,8.3333,125.0,249,0.0,231,191,0,False,pit,False,250,0,0,1,5
32,12671,127.9,rainbow_cnn_dqn,8-1,7.3333,110.0,333,0.0,225,185,0,False,enemy,False,234,0,600,1,1
33,14672,144.9,rainbow_cnn_dqn,1-1,17.8,267.0,2001,2.0,722,682,2,False,timeout,False,0,0,0,1,1
34,15162,149.3,rainbow_cnn_dqn,1-3,7.8,117.0,490,0.0,271,231,0,False,pit,False,202,0,0,1,4
35,15262,150.2,rainbow_cnn_dqn,6-4,9.2667,139.0,100,0.0,215,176,0,False,pit,False,280,0,0,1,4
36,15460,151.8,rainbow_cnn_dqn,2-3,1.5333,23.0,198,0.0,118,78,0,False,pit,False,261,0,0,1,4
37,15822,155.0,rainbow_cnn_dqn,2-2,2.4,36.0,362,0.0,164,124,0,False,enemy,False,328,0,0,1,3
38,17821,173.3,rainbow_cnn_dqn,6-2,-10.8667,-164.0,1999,0.0,291,253,0,False,timeout,False,0,0,0,1,2
39,18064,175.7,rainbow_cnn_dqn,2-3,3.9333,59.0,243,0.0,162,122,0,False,enemy,False,252,0,0,1,4
40,18658,180.8,rainbow_cnn_dqn,2-2,22.7333,341.0,594,1.0,515,475,1,False,enemy,False,281,0,0,1,3
41,18797,182.1,rainbow_cnn_dqn,5-4,13.1333,197.0,139,0.0,281,241,0,False,pit,False,272,0,0,1,4
42,18835,182.4,rainbow_cnn_dqn,1-2,4.8,72.0,38,0.0,135,95,0,False,enemy,False,392,0,0,1,3
43,19004,183.9,rainbow_cnn_dqn,1-4,9.2667,139.0,169,0.0,228,188,0,False,pit,False,267,0,0,1,5
44,19167,185.6,rainbow_cnn_dqn,7-3,2.0667,30.0,163,0.0,119,79,0,False,pit,False,267,0,0,1,4
45,19242,186.3,rainbow_cnn_dqn,7-3,3.0,45.0,75,0.0,115,75,0,False,pit,False,285,0,0,1,4
46,19689,190.2,rainbow_cnn_dqn,2-2,25.1333,377.0,447,1.0,514,474,1,False,enemy,False,311,1,200,1,3
47,19991,192.8,rainbow_cnn_dqn,6-4,7.4667,111.0,302,0.0,227,187,0,False,pit,False,239,0,0,1,4
48,20214,197.5,rainbow_cnn_dqn,2-2,8.2667,123.0,223,0.0,223,183,0,False,enemy,False,355,0,0,1,3
49,20263,198.4,rainbow_cnn_dqn,1-4,10.8,162.0,49,0.0,227,202,0,False,pit,False,290,0,0,1,5
50,20367,199.6,rainbow_cnn_dqn,2-3,5.7333,86.0,104,0.0,162,122,0,False,pit,False,279,0,0,1,4
51,20516,201.3,rainbow_cnn_dqn,8-3,22.8667,343.0,149,1.0,431,424,1,False,enemy,False,270,0,0,1,3
52,22514,223.4,rainbow_cnn_dqn,4-1,-20.0,-301.0,1998,0.0,154,114,0,False,timeout,False,0,0,0,1,1
53,24515,245.8,rainbow_cnn_dqn,6-2,-27.6667,-415.0,2001,0.0,40,40,0,False,timeout,False,0,0,0,1,2
54,26517,268.1,rainbow_cnn_dqn,2-2,-27.6667,-415.0,2002,0.0,40,40,0,False,timeout,False,0,0,0,1,3
55,28015,285.5,rainbow_cnn_dqn,3-4,-7.0,-106.0,1498,0.0,249,249,0,False,timeout,False,0,0,0,1,4
56,29518,302.7,rainbow_cnn_dqn,3-4,-11.4667,-172.0,1503,0.0,183,183,0,False,timeout,False,0,0,0,1,4
57,31020,319.3,rainbow_cnn_dqn,1-3,-8.8667,-133.0,1502,0.0,222,182,0,False,timeout,False,0,0,0,1,4
58,32524,336.2,rainbow_cnn_dqn,1-4,-12.2667,-184.0,1504,0.0,171,131,0,False,timeout,False,0,0,0,1,5
59,32779,339.4,rainbow_cnn_dqn,1-2,-4.3333,-65.0,255,0.0,40,26,0,False,enemy,False,349,0,100,1,3
60,34279,355.9,rainbow_cnn_dqn,3-3,-18.6,-280.0,1500,0.0,75,62,0,False,timeout,False,0,0,0,1,3
61,34615,360.0,rainbow_cnn_dqn,1-1,3.0667,45.0,336,0.0,168,128,0,False,enemy,False,332,0,0,1,1
62,35552,371.3,rainbow_cnn_dqn,6-2,8.0667,121.0,937,1.0,363,323,1,False,enemy,False,212,0,100,1,2
63,36669,384.0,rainbow_cnn_dqn,1-3,0.7333,11.0,1117,0.0,291,251,0,False,pit,False,76,0,0,1,4
64,38172,401.2,rainbow_cnn_dqn,7-3,-15.8667,-238.0,1503,0.0,117,101,0,False,timeout,False,0,0,0,1,4
65,40177,423.6,rainbow_cnn_dqn,6-1,-12.3333,-185.0,2005,0.0,263,223,0,False,timeout,False,0,1,200,1,1
66,42178,446.4,rainbow_cnn_dqn,6-2,-17.8,-267.0,2001,0.0,188,148,0,False,timeout,False,0,0,0,1,2
67,42432,449.5,rainbow_cnn_dqn,7-1,3.3333,49.0,254,0.0,155,125,0,False,enemy,False,349,0,0,1,1
68,42618,451.6,rainbow_cnn_dqn,7-1,7.6,113.0,186,0.0,206,206,0,False,enemy,False,362,0,0,1,1
69,42740,453.0,rainbow_cnn_dqn,1-3,13.8,207.0,122,0.0,288,248,0,False,pit,False,275,0,0,1,4
70,42802,453.7,rainbow_cnn_dqn,1-1,12.2667,183.0,62,0.0,251,211,0,False,enemy,False,387,0,0,1,1
71,44302,470.5,rainbow_cnn_dqn,2-3,-17.0,-256.0,1500,0.0,99,85,0,False,timeout,False,0,0,0,1,4
72,45802,487.5,rainbow_cnn_dqn,7-3,-17.9333,-270.0,1500,0.0,85,80,0,False,timeout,False,0,0,0,1,4
73,47803,510.4,rainbow_cnn_dqn,4-1,-16.8667,-253.0,2001,0.0,202,162,0,False,timeout,False,0,0,0,1,1
74,49307,527.4,rainbow_cnn_dqn,3-3,-16.0,-240.0,1504,0.0,115,75,0,False,timeout,False,0,0,0,1,3
75,50808,544.4,rainbow_cnn_dqn,1-3,-10.2,-153.0,1501,0.0,202,162,0,False,timeout,False,0,0,0,1,4
76,52306,561.4,rainbow_cnn_dqn,3-3,-17.8,-268.0,1498,0.0,87,64,0,False,timeout,False,0,0,0,1,3
77,53808,578.4,rainbow_cnn_dqn,1-4,-16.7333,-251.0,1502,0.0,104,84,0,False,timeout,False,0,0,0,1,5
78,53863,579.5,rainbow_cnn_dqn,1-2,1.8667,28.0,55,0.0,96,83,0,False,enemy,False,389,0,0,1,3
79,55368,596.5,rainbow_cnn_dqn,1-4,-17.9333,-269.0,1505,0.0,86,80,0,False,timeout,False,0,0,0,1,5
80,56871,613.6,rainbow_cnn_dqn,1-4,-18.0667,-271.0,1503,0.0,84,82,0,False,timeout,False,0,0,0,1,5
81,58375,630.7,rainbow_cnn_dqn,5-1,-2.8,-42.0,1504,1.0,311,311,1,False,timeout,False,0,0,200,1,1
82,60378,654.0,rainbow_cnn_dqn,6-2,-10.9333,-164.0,2003,1.0,291,291,1,False,timeout,False,0,0,0,1,2
83,60933,660.6,rainbow_cnn_dqn,7-1,1.4,20.0,555,0.0,185,145,0,False,enemy,False,288,0,200,1,1
84,61091,662.6,rainbow_cnn_dqn,2-1,6.4667,97.0,158,0.0,184,144,0,False,enemy,False,368,0,0,1,1
85,63096,684.8,rainbow_cnn_dqn,6-1,-22.1333,-332.0,2005,0.0,123,123,0,False,timeout,False,0,0,0,1,1
86,63136,685.6,rainbow_cnn_dqn,8-1,7.2,108.0,40,0.0,172,132,0,False,enemy,False,292,0,0,1,1
87,64637,702.3,rainbow_cnn_dqn,6-4,-16.8667,-253.0,1501,0.0,102,64,0,False,timeout,False,0,0,0,1,4
88,66139,719.4,rainbow_cnn_dqn,6-4,-15.0,-225.0,1502,0.0,130,105,0,False,timeout,False,0,0,0,1,4
89,67802,740.5,rainbow_cnn_dqn,6-1,-2.4667,-37.0,1663,1.0,345,345,1,False,pit,False,67,1,200,1,1
90,69307,757.6,rainbow_cnn_dqn,6-4,-12.5333,-188.0,1505,0.0,167,127,0,False,timeout,False,0,0,0,1,4
91,69343,758.3,rainbow_cnn_dqn,5-1,6.0,90.0,36,0.0,154,114,0,False,enemy,False,293,0,0,1,1
92,69375,758.7,rainbow_cnn_dqn,8-1,8.8667,133.0,32,0.0,195,155,0,False,enemy,False,294,0,0,1,1
93,69446,759.5,rainbow_cnn_dqn,8-1,15.0667,226.0,71,0.0,294,254,0,False,enemy,False,286,0,100,1,1
94,69477,759.9,rainbow_cnn_dqn,5-1,6.0667,90.0,31,0.0,154,114,0,False,enemy,False,293,0,0,1,1
95,71183,778.9,rainbow_cnn_dqn,6-1,-3.2667,-49.0,1706,1.0,340,340,1,False,pit,False,59,1,200,1,1
96,71245,780.0,rainbow_cnn_dqn,1-2,0.9333,14.0,62,0.0,84,70,0,False,enemy,False,388,0,0,1,3
97,71555,783.5,rainbow_cnn_dqn,4-1,13.6667,205.0,310,1.0,322,282,1,False,enemy,False,338,0,0,1,1
98,71804,786.3,rainbow_cnn_dqn,8-3,4.6667,68.0,249,0.0,170,135,0,False,enemy,False,249,0,400,1,3
99,71846,786.7,rainbow_cnn_dqn,7-1,8.5333,128.0,42,0.0,192,152,0,False,enemy,False,391,0,0,1,1
100,73462,804.6,rainbow_cnn_dqn,2-2,28.1333,421.0,1616,2.0,786,748,2,False,enemy,False,76,2,400,1,3
101,73744,808.2,rainbow_cnn_dqn,2-3,2.4,35.0,282,0.0,147,107,0,False,pit,False,243,0,0,1,4
102,73892,809.9,rainbow_cnn_dqn,1-3,12.6,188.0,148,0.0,274,234,0,False,pit,False,270,0,0,1,4
103,75394,826.6,rainbow_cnn_dqn,3-3,-15.1333,-227.0,1502,0.0,128,88,0,False,timeout,False,0,0,0,1,3
104,75728,830.9,rainbow_cnn_dqn,1-3,11.2,167.0,334,0.0,291,251,0,False,pit,False,233,0,0,1,4
105,75758,831.3,rainbow_cnn_dqn,8-1,9.0667,136.0,30,0.0,198,158,0,False,enemy,False,294,0,0,1,1
106,77257,848.0,rainbow_cnn_dqn,5-4,-14.6667,-221.0,1499,0.0,134,94,0,False,timeout,False,0,0,0,1,4
107,77358,849.5,rainbow_cnn_dqn,7-1,10.6667,160.0,101,0.0,235,195,0,False,enemy,False,380,0,0,1,1
108,79360,872.6,rainbow_cnn_dqn,6-2,-11.0,-165.0,2002,0.0,290,250,0,False,timeout,False,0,0,0,1,2
109,81365,896.0,rainbow_cnn_dqn,6-2,-11.0,-165.0,2005,0.0,290,250,0,False,timeout,False,0,0,0,1,2
110,82832,912.9,rainbow_cnn_dqn,6-4,-7.9333,-119.0,1467,0.0,230,190,0,False,pit,False,7,0,0,1,4
111,82979,915.0,rainbow_cnn_dqn,4-1,21.0,314.0,147,1.0,402,362,1,False,enemy,False,370,0,0,1,1
112,83059,916.0,rainbow_cnn_dqn,1-2,-2.0667,-31.0,80,0.0,40,27,0,False,enemy,False,384,0,0,1,3
113,83113,916.6,rainbow_cnn_dqn,5-1,2.6,38.0,54,0.0,105,67,0,False,enemy,False,288,0,0,1,1
114,83657,922.9,rainbow_cnn_dqn,2-2,36.0667,540.0,544,2.0,698,658,2,False,enemy,False,291,1,200,1,3
115,85689,945.5,rainbow_cnn_dqn,2-1,-9.1333,-137.0,2032,1.0,307,267,1,False,timeout,False,0,0,1100,1,1
116,85738,946.4,rainbow_cnn_dqn,5-1,3.2667,49.0,49,0.0,115,75,0,False,enemy,False,290,0,0,1,1
117,85782,946.9,rainbow_cnn_dqn,1-3,13.2667,199.0,44,0.0,263,223,0,False,pit,False,291,0,0,1,4
118,85850,947.7,rainbow_cnn_dqn,1-2,0.1333,2.0,68,0.0,70,57,0,False,enemy,False,387,0,0,1,3
119,87852,969.8,rainbow_cnn_dqn,6-1,-7.6667,-115.0,2002,1.0,340,300,1,False,timeout,False,0,0,0,1,1
120,89351,986.7,rainbow_cnn_dqn,1-4,-11.3333,-171.0,1499,0.0,186,146,0,False,timeout,False,0,0,0,1,5
121,90854,1003.8,rainbow_cnn_dqn,6-4,-13.8667,-208.0,1503,0.0,147,107,0,False,timeout,False,0,0,0,1,4
122,92374,1021.3,rainbow_cnn_dqn,6-1,-0.4667,-8.0,1520,1.0,346,306,1,False,pit,False,95,1,200,1,1
123,93877,1038.8,rainbow_cnn_dqn,3-3,-13.1333,-197.0,1503,0.0,158,118,0,False,timeout,False,0,0,0,1,3
124,94019,1040.8,rainbow_cnn_dqn,2-2,5.2667,79.0,142,0.0,162,122,0,False,enemy,False,372,0,0,1,3
125,96019,1063.9,rainbow_cnn_dqn,6-2,-10.9333,-165.0,2000,0.0,290,250,0,False,timeout,False,0,0,0,1,2
126,96247,1066.8,rainbow_cnn_dqn,8-3,3.7333,56.0,228,0.0,157,138,0,False,enemy,False,254,0,0,1,3
127,96434,1068.9,rainbow_cnn_dqn,4-1,15.4,231.0,187,1.0,323,283,1,False,enemy,False,363,0,0,1,1
128,96581,1070.6,rainbow_cnn_dqn,2-2,5.2667,79.0,147,0.0,163,123,0,False,enemy,False,371,0,0,1,3
129,98599,1092.8,rainbow_cnn_dqn,1-2,-11.2,-168.0,2018,1.0,271,257,1,False,timeout,False,0,0,1300,1,3
130,100278,1111.9,rainbow_cnn_dqn,3-1,-1.8,-28.0,1679,1.0,363,363,1,False,enemy,False,64,0,0,1,1
131,101779,1129.5,rainbow_cnn_dqn,5-4,-1.1333,-17.0,1501,1.0,341,301,1,False,timeout,False,0,0,0,1,4
132,103275,1146.8,rainbow_cnn_dqn,5-4,-0.8667,-14.0,1496,1.0,344,304,1,False,pit,False,0,0,0,1,4
133,105274,1170.5,rainbow_cnn_dqn,2-1,-6.6,-100.0,1999,1.0,355,315,1,False,timeout,False,0,0,0,1,1
134,105870,1177.9,rainbow_cnn_dqn,5-1,5.8667,87.0,596,0.0,255,255,0,False,enemy,False,180,0,800,1,1
135,106255,1182.3,rainbow_cnn_dqn,1-4,6.7333,100.0,385,0.0,234,194,0,False,pit,False,222,0,0,1,5
136,107747,1201.5,rainbow_cnn_dqn,5-4,-6.9333,-104.0,1492,0.0,251,211,0,False,enemy,False,1,0,0,1,4
137,107859,1203.2,rainbow_cnn_dqn,2-1,31.4,470.0,112,1.0,530,492,1,False,enemy,False,377,0,1800,1,1
138,107896,1203.6,rainbow_cnn_dqn,5-1,5.8667,88.0,37,0.0,152,112,0,False,enemy,False,293,0,0,1,1
139,107968,1204.5,rainbow_cnn_dqn,2-3,5.2,78.0,72,0.0,147,107,0,False,enemy,False,286,0,0,1,4
140,108043,1205.3,rainbow_cnn_dqn,4-1,28.1333,422.0,75,1.0,493,453,1,False,enemy,False,385,0,0,1,1
141,109932,1228.0,rainbow_cnn_dqn,6-2,7.6,114.0,1889,1.0,547,507,1,False,enemy,False,22,0,0,1,2
142,110161,1231.0,rainbow_cnn_dqn,7-1,11.6,174.0,229,0.0,274,246,0,False,enemy,False,355,0,0,1,1
143,111649,1249.7,rainbow_cnn_dqn,5-4,5.1333,76.0,1488,1.0,432,392,1,False,pit,False,1,0,0,1,4
144,113152,1266.9,rainbow_cnn_dqn,2-3,-13.8667,-208.0,1503,0.0,147,107,0,False,timeout,False,0,0,0,1,4
145,113254,1268.5,rainbow_cnn_dqn,2-2,7.6,114.0,102,0.0,190,150,0,False,enemy,False,380,0,0,1,3
146,113289,1268.9,rainbow_cnn_dqn,5-1,13.6667,205.0,35,0.0,270,230,0,False,enemy,False,293,0,0,1,1
147,113332,1269.4,rainbow_cnn_dqn,3-4,14.3333,215.0,43,0.0,279,239,0,False,pit,False,292,0,0,1,4
148,113381,1270.0,rainbow_cnn_dqn,3-4,19.4667,292.0,49,1.0,356,316,1,False,enemy,False,291,0,0,1,4
149,113470,1271.0,rainbow_cnn_dqn,5-1,36.4,545.0,89,2.0,616,576,2,False,enemy,False,282,0,400,1,1
150,115473,1294.3,rainbow_cnn_dqn,2-1,-6.6667,-100.0,2003,1.0,355,315,1,False,timeout,False,0,0,0,1,1
151,115525,1295.2,rainbow_cnn_dqn,1-3,23.6667,354.0,52,1.0,423,383,1,False,pit,False,289,0,0,1,4
152,115567,1295.7,rainbow_cnn_dqn,1-4,11.2667,169.0,42,0.0,233,193,0,False,pit,False,292,0,0,1,5
153,115611,1296.2,rainbow_cnn_dqn,3-4,14.3333,214.0,44,0.0,278,238,0,False,pit,False,291,0,0,1,4
154,115665,1296.9,rainbow_cnn_dqn,6-1,19.0667,286.0,54,1.0,354,314,1,False,pit,False,389,0,0,1,1
155,115685,1297.1,rainbow_cnn_dqn,5-1,9.0,135.0,20,0.0,197,157,0,False,enemy,False,296,0,0,1,1
156,115751,1297.8,rainbow_cnn_dqn,4-1,26.0,390.0,66,1.0,460,420,1,False,enemy,False,387,0,0,1,1
157,115818,1298.7,rainbow_cnn_dqn,8-1,25.0,375.0,67,1.0,442,402,1,False,enemy,False,286,0,300,1,1
158,117322,1315.3,rainbow_cnn_dqn,3-3,-10.9333,-164.0,1504,0.0,191,151,0,False,timeout,False,0,0,0,1,3
159,117371,1316.3,rainbow_cnn_dqn,6-1,18.7333,281.0,49,1.0,348,308,1,False,pit,False,390,0,0,1,1
160,117422,1316.9,rainbow_cnn_dqn,6-1,18.7333,280.0,51,1.0,347,307,1,False,pit,False,389,0,0,1,1
161,118922,1333.6,rainbow_cnn_dqn,2-3,-13.7333,-207.0,1500,0.0,148,108,0,False,timeout,False,0,0,0,1,4
162,118988,1334.8,rainbow_cnn_dqn,1-4,25.8,387.0,66,1.0,457,417,1,False,pit,False,286,0,0,1,5
163,119040,1335.4,rainbow_cnn_dqn,3-1,17.4667,262.0,52,1.0,329,289,1,False,enemy,False,389,0,0,1,1
164,119091,1335.9,rainbow_cnn_dqn,1-3,23.6,354.0,51,1.0,422,382,1,False,pit,False,290,0,0,1,4
165,119136,1336.4,rainbow_cnn_dqn,6-4,18.1333,272.0,45,1.0,337,297,1,False,enemy,False,291,0,0,1,4
166,119406,1339.5,rainbow_cnn_dqn,6-2,51.6667,775.0,270,3.0,883,843,3,False,enemy,False,347,0,0,1,2
167,119449,1340.1,rainbow_cnn_dqn,5-4,17.1333,257.0,43,1.0,322,282,1,False,pit,False,292,0,0,1,4
168,119479,1340.4,rainbow_cnn_dqn,8-1,9.0667,136.0,30,0.0,199,159,0,False,enemy,False,294,0,0,1,1
169,119499,1340.7,rainbow_cnn_dqn,5-1,8.4667,127.0,20,0.0,189,149,0,False,enemy,False,296,0,0,1,1
170,119597,1341.8,rainbow_cnn_dqn,6-2,23.9333,359.0,98,1.0,434,394,1,False,enemy,False,380,0,0,1,2
171,119728,1343.4,rainbow_cnn_dqn,3-1,34.8667,523.0,131,2.0,595,555,2,False,enemy,False,374,0,900,1,1
172,119776,1344.0,rainbow_cnn_dqn,7-1,21.2667,318.0,48,1.0,385,345,1,False,enemy,False,390,0,0,1,1
173,119828,1344.5,rainbow_cnn_dqn,1-3,23.6,354.0,52,1.0,422,382,1,False,pit,False,290,0,0,1,4
174,119870,1345.4,rainbow_cnn_dqn,3-4,14.2,212.0,42,0.0,277,237,0,False,pit,False,291,0,0,1,4
175,121870,1367.8,rainbow_cnn_dqn,1-2,-10.9333,-165.0,2000,0.0,290,250,0,False,timeout,False,0,0,0,1,3
176,123873,1390.7,rainbow_cnn_dqn,7-1,-11.0,-165.0,2003,0.0,290,250,0,False,timeout,False,0,0,0,1,1
177,123923,1392.1,rainbow_cnn_dqn,1-3,23.6667,355.0,50,1.0,423,383,1,False,pit,False,290,0,0,1,4
178,125921,1415.5,rainbow_cnn_dqn,6-2,17.9333,268.0,1998,2.0,723,683,2,False,timeout,False,0,0,0,1,2
179,127924,1438.7,rainbow_cnn_dqn,7-1,-11.0,-165.0,2003,0.0,290,250,0,False,timeout,False,0,0,0,1,1
180,127981,1439.7,rainbow_cnn_dqn,2-1,16.1333,242.0,57,1.0,308,268,1,False,enemy,False,389,0,0,1,1
181,128029,1440.3,rainbow_cnn_dqn,6-1,19.1333,286.0,48,1.0,345,305,1,False,pit,False,390,1,200,1,1
182,128068,1440.8,rainbow_cnn_dqn,3-3,16.6667,249.0,39,1.0,316,276,1,False,pit,False,291,0,0,1,3
183,128115,1441.3,rainbow_cnn_dqn,6-1,19.2,287.0,47,1.0,346,306,1,False,pit,False,390,1,200,1,1
184,129619,1458.4,rainbow_cnn_dqn,2-3,-13.8,-207.0,1504,0.0,148,108,0,False,timeout,False,0,0,0,1,4
185,131620,1482.0,rainbow_cnn_dqn,1-1,18.3333,275.0,2001,2.0,722,682,2,False,timeout,False,0,1,300,1,1
186,131674,1483.0,rainbow_cnn_dqn,3-3,26.0667,391.0,54,1.0,459,419,1,False,pit,False,290,0,0,1,3
187,133675,1506.1,rainbow_cnn_dqn,2-2,3.9333,59.0,2001,1.0,514,474,1,False,timeout,False,0,0,0,1,3
188,134330,1514.1,rainbow_cnn_dqn,7-1,16.6667,249.0,655,1.0,435,395,1,False,enemy,False,269,0,0,1,1
189,134349,1514.4,rainbow_cnn_dqn,1-2,7.8,116.0,19,0.0,179,139,0,False,enemy,False,395,0,0,1,3
190,134366,1514.6,rainbow_cnn_dqn,1-2,8.3333,125.0,17,0.0,187,147,0,False,enemy,False,396,0,0,1,3
191,134426,1515.3,rainbow_cnn_dqn,1-4,26.0,390.0,60,1.0,458,418,1,False,pit,False,288,0,0,1,5
192,136431,1538.7,rainbow_cnn_dqn,2-2,4.5333,74.0,2005,1.0,515,475,1,False,timeout,False,0,2,400,1,3
193,136450,1539.3,rainbow_cnn_dqn,1-2,7.6,113.0,19,0.0,176,136,0,False,enemy,False,395,0,0,1,3
194,136504,1540.0,rainbow_cnn_dqn,1-4,25.8667,387.0,54,1.0,455,415,1,False,pit,False,288,0,0,1,5
195,138502,1563.0,rainbow_cnn_dqn,2-2,-19.4667,-293.0,1998,0.0,162,122,0,False,timeout,False,0,0,0,1,3
196,138559,1564.0,rainbow_cnn_dqn,2-1,16.0,239.0,57,1.0,306,266,1,False,enemy,False,388,0,0,1,1
197,138639,1564.9,rainbow_cnn_dqn,6-2,32.4,485.0,80,2.0,558,518,2,False,enemy,False,383,0,100,1,2
198,140143,1581.4,rainbow_cnn_dqn,2-3,9.0667,136.0,1504,1.0,494,454,1,False,timeout,False,0,0,0,1,4
199,140189,1582.3,rainbow_cnn_dqn,6-1,18.4667,277.0,46,1.0,342,302,1,False,pit,False,391,0,0,1,1
200,140224,1582.7,rainbow_cnn_dqn,6-4,11.2667,169.0,35,0.0,232,192,0,False,pit,False,293,0,0,1,4
201,140261,1583.1,rainbow_cnn_dqn,3-3,16.7333,250.0,37,1.0,316,276,1,False,pit,False,292,0,0,1,3
202,140302,1583.6,rainbow_cnn_dqn,5-4,15.7333,236.0,41,1.0,301,261,1,False,pit,False,292,0,0,1,4
203,140322,1583.9,rainbow_cnn_dqn,1-2,8.0667,120.0,20,0.0,182,142,0,False,enemy,False,396,0,0,1,3
204,140377,1584.5,rainbow_cnn_dqn,3-1,21.3333,319.0,55,1.0,387,347,1,False,enemy,False,388,0,0,1,1
205,140412,1584.9,rainbow_cnn_dqn,3-4,14.2,213.0,35,0.0,275,235,0,False,enemy,False,293,0,0,1,4
206,140439,1585.2,rainbow_cnn_dqn,8-1,9.5333,143.0,27,0.0,206,166,0,False,enemy,False,295,0,0,1,1
207,140478,1585.7,rainbow_cnn_dqn,3-3,16.6,248.0,39,1.0,315,275,1,False,pit,False,291,0,0,1,3
208,141982,1602.1,rainbow_cnn_dqn,7-3,-13.8,-207.0,1504,0.0,148,108,0,False,timeout,False,0,0,0,1,4
209,143985,1625.0,rainbow_cnn_dqn,2-2,-19.5333,-293.0,2003,0.0,162,122,0,False,timeout,False,0,0,0,1,3
