number,state,value,clip_eps,ent_coef,gae_lambda,hidden_dim,learning_rate_a,minibatch_size,ppo_epochs,rollout_steps,vf_coef
19,COMPLETE,70.80000000000015,0.3,0.007650899663860333,0.9564837480342223,512,3.7492874764706966e-05,256,4,8192,0.8130541447707866
20,PRUNED,27.412000000000003,0.3,0.04576092481718289,0.9739895824521281,256,5.3663108952974156e-05,128,6,8192,0.9298578584350417
21,PRUNED,22.510999999999996,0.1,0.02803096031457869,0.9380664263108472,256,1.669129346094775e-05,64,10,4096,0.5799594576887601
22,COMPLETE,73.14999999999974,0.3,0.00523405350967835,0.9263165422193418,256,0.0004643193671574142,256,4,4096,0.678030044287863
23,COMPLETE,42.775000000000276,0.1,0.016067754898679433,0.9505218217277431,256,0.00013131056695627965,64,3,4096,0.5647014019326387
24,PRUNED,6.564999999999993,0.3,0.006506256983273714,0.9415940668940832,256,0.0008562578347389313,256,6,4096,0.6933048206823983
25,COMPLETE,12.899999999999974,0.3,0.021980087403760562,0.9102562706848946,512,0.0001728412430961824,128,3,8192,0.8307042340333366
26,COMPLETE,8.399999999999986,0.1,0.005241444899704101,0.9223718577142372,512,0.0007930799946756777,256,4,4096,0.4985097666001046
27,PRUNED,6.324999999999992,0.3,0.03947068295201996,0.9045483219643532,512,0.0009603498722793331,128,3,8192,0.7892355664446525
28,COMPLETE,9.124999999999984,0.1,0.0070284003252001175,0.94424187511314,512,0.0006471249496301861,256,4,4096,0.39684613394000745
29,PRUNED,99.01000000000029,0.1,0.011319328687480238,0.9048394355173633,512,0.0008784922887887483,256,4,8192,0.3964260463675396
30,PRUNED,15.55000000000003,0.1,0.011464693033511891,0.9300291694288296,512,0.00018382958246301845,128,10,4096,0.7694103650183267
31,PRUNED,4.6039999999999965,0.3,0.045968229735770985,0.9640503817077966,256,4.383006907352493e-05,256,3,4096,0.9871753995083272
32,PRUNED,63.76199999999985,0.1,0.015170652055653005,0.9330192591344648,512,7.996382346082507e-05,128,10,4096,0.9675439308726136
33,PRUNED,40.72199999999983,0.3,0.04991736014610737,0.9568262017650877,256,0.00013334122597617008,256,3,4096,0.9325458816233458
34,COMPLETE,387.12500000001546,0.1,0.015249516899863667,0.9457494740363852,512,0.00010436522027815316,128,10,4096,0.9115739941740075
35,PRUNED,37.745999999999924,0.1,0.013762723600781143,0.9736594300852248,512,3.776135756689003e-05,128,10,4096,0.892991620318777
36,PRUNED,45.086999999999755,0.1,0.0055957839120928145,0.9320467327835209,512,0.00014304182814506465,128,10,4096,0.7818039845531772
37,PRUNED,9.505999999999998,0.1,0.01570667868898275,0.9870412055161609,512,0.00021058750082541674,128,10,4096,0.9526967018881588
38,PRUNED,6.304999999999992,0.1,0.011833655512055853,0.9833108803437353,512,3.868689876312264e-05,64,4,4096,0.5538825144707906
39,PRUNED,4.163999999999998,0.1,0.008738252589196537,0.9553130351247671,512,1.005766646256082e-05,64,4,4096,0.7181121827428167
40,PRUNED,6.101999999999992,0.1,0.010143205444969005,0.9764061691906739,512,3.72828867063864e-05,64,4,4096,0.7399542393643767
41,PRUNED,93.28999999999925,0.3,0.015754336072627887,0.9343495356528562,512,9.210116294348446e-05,64,4,4096,0.45895434684249814
42,COMPLETE,441.7000000000253,0.1,0.02079802693724118,0.9751264190131853,512,0.00036657305135255435,256,4,4096,0.4232080216019737
43,PRUNED,5.928999999999991,0.1,0.03131486361895698,0.9895391801512959,512,0.0008276917815233416,256,4,4096,0.7619760220473795
44,PRUNED,49.74799999999972,0.1,0.041085213129697304,0.9725416041442181,512,0.0005143437765643302,256,4,4096,0.6468225755157582
